ID	age	sex	culture	age_m	longitudinal	adult	condition	conc	concern.exp	pat	hug	kiss	object	verbal	comf	cue2	hypoth	conc9prop
UK31	9	F	UK	8	N	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK32	9	M	UK	9	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK32	9	M	UK	9	N	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK33	9	M	UK	8	NA	Mother	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK34	9	M	UK	8	NA	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK34	9	M	UK	8	NA	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK35	9	F	UK	9	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK35	9	F	UK	9	N	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK38	9	M	UK	8	N	Mother	control	N	0	N	N	N	N	N	N	NA	Y	NA
UK38	9	M	UK	8	N	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK40	9	M	UK	8	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK40	9	M	UK	8	N	Mother	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK41	9	F	UK	9	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK41	9	F	UK	9	N	Mother	experimental	Y	0.420922315	N	N	N	N	N	N	NA	N	NA
UK42	9	M	UK	8	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK42	9	M	UK	8	N	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK43	9	M	UK	9	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK43	9	M	UK	9	N	Mother	experimental	Y	0.071889505	N	N	N	N	N	N	NA	N	NA
UK44	9	M	UK	9	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK44	9	M	UK	9	N	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK45	9	F	UK	8	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK45	9	F	UK	8	N	Mother	experimental	Y	0.125208125	N	N	N	N	N	N	NA	N	NA
UK46	9	F	UK	8	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK46	9	F	UK	8	N	Mother	experimental	Y	0.147174254	N	N	N	N	N	N	NA	N	NA
UK47	9	F	UK	9	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK47	9	F	UK	9	N	Mother	experimental	Y	0.058644068	N	N	N	N	N	N	NA	Y	NA
UK48	9	F	UK	8	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK48	9	F	UK	8	N	Mother	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK49	9	M	UK	9	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK49	9	M	UK	9	N	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK50	9	F	UK	9	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK50	9	F	UK	9	N	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK51	9	M	UK	8	N	Mother	control	Y	0.147174254	N	N	N	N	N	N	NA	N	NA
UK51	9	M	UK	8	N	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK55	9	F	UK	8	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK55	9	F	UK	8	N	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK01	18	M	UK	18	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK01	18	M	UK	18	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	0
UK02	18	F	UK	18	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK02	18	F	UK	18	Y	Mother	experimental	Y	0.165891339	Y	N	N	N	N	Y	Before	Y	0
UK03	18	M	UK	18	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK03	18	M	UK	18	Y	Mother	experimental	Y	0.134764706	N	N	N	N	N	N	NA	Y	0
UK04	18	F	UK	18	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK04	18	F	UK	18	Y	Mother	experimental	N	0	Y	N	N	N	N	Y	Before	Y	0
UK05	18	F	UK	18	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK05	18	F	UK	18	Y	Mother	experimental	N	0	N	Y	N	N	N	Y	Before	N	0
UK06	18	F	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK06	18	F	UK	17	Y	Mother	experimental	Y	0.124705882	N	N	N	N	N	N	NA	Y	0
UK07	18	F	UK	17	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK07	18	F	UK	17	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	0
UK08	18	F	UK	18	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK08	18	F	UK	18	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	0
UK09	18	M	UK	18	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK09	18	M	UK	18	N	Mother	experimental	Y	0.130002	N	N	N	N	N	N	NA	N	NA
UK11	18	F	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK11	18	F	UK	17	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	Y	0.212909071
UK12	18	M	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK12	18	M	UK	17	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	Y	0
UK13	18	F	UK	18	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK13	18	F	UK	18	Y	Mother	experimental	Y	0.069142857	N	N	N	N	N	N	NA	Y	0
UK14	18	F	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK14	18	F	UK	17	Y	Mother	experimental	Y	0.147235294	N	N	N	N	N	N	NA	Y	0.0704827
UK15	18	F	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK15	18	F	UK	17	Y	Mother	experimental	Y	0.273068075	Y	N	N	N	Y	Y	After	Y	0
UK16	18	F	UK	17	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK16	18	F	UK	17	Y	Mother	experimental	Y	0.193933333	N	N	N	N	N	N	NA	Y	0.10259
UK18	18	F	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK18	18	F	UK	17	Y	Mother	experimental	N	0	N	N	N	Y	N	Y	Before	Y	0
UK23	18	F	UK	18	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK23	18	F	UK	18	Y	Mother	experimental	Y	0.154083333	N	N	N	N	N	N	NA	Y	0
UK24	18	M	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK24	18	M	UK	17	Y	Mother	experimental	Y	0.037470502	N	N	N	N	N	N	NA	Y	0
UK25	18	M	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK25	18	M	UK	17	Y	Mother	experimental	Y	0.062296714	N	N	N	N	N	N	NA	N	0.095662426
UK26	18	M	UK	18	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK26	18	M	UK	18	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	0
UK28	18	M	UK	17	Y	Mother	control	N	0	N	N	N	Y	N	Y	NA	N	NA
UK28	18	M	UK	17	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	Y	0
UK30	18	M	UK	18	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK30	18	M	UK	18	Y	Mother	experimental	Y	0.210924842	N	N	N	N	N	N	NA	N	0
UK31	18	F	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK31	18	F	UK	17	Y	Mother	experimental	N	0	N	N	N	Y	N	Y	Before	N	0
UK32	18	M	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK32	18	M	UK	17	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	0
UK33	18	M	UK	17	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK33	18	M	UK	17	Y	Mother	experimental	Y	0.044416667	N	N	N	N	N	N	NA	N	0
UK35	18	F	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK35	18	F	UK	17	Y	Mother	experimental	N	0	Y	N	N	N	N	Y	After	Y	0
UK38	18	M	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK38	18	M	UK	17	Y	Mother	experimental	N	0	N	Y	N	N	N	Y	Before	N	0
UK39	18	M	UK	19	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK39	18	M	UK	19	N	Mother	experimental	N	0	Y	N	N	N	N	Y	After	Y	NA
UK40	18	M	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK40	18	M	UK	17	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	Y	0
UK41	18	F	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK41	18	F	UK	17	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	0.420922315
UK42	18	M	UK	18	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	0
UK43	18	M	UK	18	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK43	18	M	UK	18	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	Y	0.071889505
UK44	18	M	UK	17	Y	Mother	control	N	0	N	Y	N	N	N	Y	NA	N	NA
UK44	18	M	UK	17	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	0
UK45	18	F	UK	18	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK45	18	F	UK	18	Y	Mother	experimental	Y	0.187428571	N	N	N	N	N	N	NA	Y	0.125208125
UK46	18	F	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK46	18	F	UK	17	Y	Mother	experimental	N	0	N	N	N	Y	N	Y	Before	Y	0.147174254
UK47	18	F	UK	18	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK47	18	F	UK	18	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	Y	0.058644068
UK48	18	F	UK	17	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK48	18	F	UK	17	Y	Mother	experimental	Y	0.146049	N	N	N	N	N	N	NA	Y	0
UK49	18	M	UK	18	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	N	0
UK50	18	F	UK	17	Y	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK50	18	F	UK	17	Y	Mother	experimental	N	0	N	N	N	N	N	N	NA	Y	0
UK57	18	M	UK	17	N	Mother	control	N	0	N	N	N	N	N	N	NA	N	NA
UK57	18	M	UK	17	N	Mother	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK01	18	M	UK	17	N	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK01	18	M	UK	17	N	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK02	18	F	UK	18	N	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK02	18	F	UK	18	N	Experimenter	experimental	Y	0.089462	N	N	N	N	N	N	NA	N	NA
UK03	18	M	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	Y	NA
UK03	18	M	UK	17	NA	Experimenter	experimental	Y	0.054090909	N	N	N	N	N	N	NA	N	NA
UK04	18	F	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK04	18	F	UK	17	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK05	18	F	UK	18	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK05	18	F	UK	18	NA	Experimenter	experimental	Y	0.274805165	N	N	N	N	N	N	NA	Y	NA
UK06	18	F	UK	18	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK06	18	F	UK	18	NA	Experimenter	experimental	Y	0.595494112	N	N	N	N	N	N	NA	N	NA
UK07	18	F	UK	17	N	Experimenter	experimental	Y	0.69889	N	N	N	N	N	N	NA	Y	NA
UK08	18	F	UK	18	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	Y	NA
UK08	18	F	UK	18	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK09	18	M	UK	18	N	Experimenter	control	N	0	N	N	N	N	N	N	NA	Y	NA
UK09	18	M	UK	18	N	Experimenter	experimental	Y	0.09668	N	N	N	N	N	N	NA	Y	NA
UK11	18	F	UK	18	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK11	18	F	UK	18	NA	Experimenter	experimental	Y	0.453670099	N	N	N	N	N	N	NA	Y	NA
UK12	18	M	UK	18	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK12	18	M	UK	18	NA	Experimenter	experimental	Y	0.085030454	N	N	N	N	Y	Y	Before	N	NA
UK13	18	F	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK13	18	F	UK	17	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK14	18	F	UK	18	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK14	18	F	UK	18	NA	Experimenter	experimental	Y	0.353197279	N	N	N	N	N	N	NA	Y	NA
UK15	18	F	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK15	18	F	UK	17	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK16	18	F	UK	17	N	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK16	18	F	UK	17	N	Experimenter	experimental	Y	0.249978	N	N	N	N	N	N	NA	Y	NA
UK18	18	F	UK	18	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	Y	NA
UK18	18	F	UK	18	NA	Experimenter	experimental	Y	0.250888464	N	N	N	N	N	N	NA	Y	NA
UK19	18	M	UK	17	N	Experimenter	control	N	0	N	N	N	N	N	N	NA	Y	NA
UK19	18	M	UK	17	N	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK23	18	F	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK23	18	F	UK	17	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK24	18	M	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK24	18	M	UK	17	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK25	18	M	UK	18	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK25	18	M	UK	18	NA	Experimenter	experimental	Y	0.467565355	N	N	N	N	N	N	NA	Y	NA
UK26	18	M	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK26	18	M	UK	17	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK27	18	M	UK	18	N	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK27	18	M	UK	18	N	Experimenter	experimental	Y	0.15791	N	N	N	N	N	N	NA	Y	NA
UK28	18	M	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK28	18	M	UK	17	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK29	18	F	UK	18	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK29	18	F	UK	18	NA	Experimenter	experimental	N	0	N	N	N	N	Y	Y	Before	N	NA
UK30	18	M	UK	18	N	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK30	18	M	UK	18	N	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK31	18	F	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK31	18	F	UK	17	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK32	18	M	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK32	18	M	UK	17	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK33	18	M	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK33	18	M	UK	17	NA	Experimenter	experimental	Y	0.20436664	N	N	N	N	N	N	NA	Y	NA
UK35	18	F	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	Y	NA
UK35	18	F	UK	17	NA	Experimenter	experimental	Y	0.641827341	N	N	N	N	N	N	NA	Y	NA
UK38	18	M	UK	17	N	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK38	18	M	UK	17	N	Experimenter	experimental	Y	0.094824	N	N	N	N	N	N	NA	Y	NA
UK39	18	M	UK	18	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK39	18	M	UK	18	NA	Experimenter	experimental	Y	0.07084399	N	N	N	N	N	N	NA	Y	NA
UK40	18	M	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK40	18	M	UK	17	NA	Experimenter	experimental	Y	0.309697787	N	N	N	N	N	N	NA	Y	NA
UK41	18	F	UK	18	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK41	18	F	UK	18	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK42	18	M	UK	17	N	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK42	18	M	UK	17	N	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK43	18	M	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK43	18	M	UK	17	NA	Experimenter	experimental	Y	0.099740326	N	N	N	N	N	N	NA	N	NA
UK44	18	M	UK	17	N	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK44	18	M	UK	17	N	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK45	18	F	UK	18	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK45	18	F	UK	18	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK46	18	F	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK46	18	F	UK	17	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK47	18	F	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK47	18	F	UK	17	NA	Experimenter	experimental	Y	0.231656635	N	N	N	N	Y	Y	Before	N	NA
UK48	18	F	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK48	18	F	UK	17	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	Y	NA
UK49	18	M	UK	17	N	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK49	18	M	UK	17	N	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	N	NA
UK50	18	F	UK	17	NA	Experimenter	control	N	0	N	N	N	N	N	N	NA	N	NA
UK50	18	F	UK	17	NA	Experimenter	experimental	N	0	N	N	N	N	N	N	NA	N	NA
